name,area,totalRatingsString,deliveryTime,address,locality,cuisines,costForTwoString,,,
BAMBOO,Tangra,Too Few Ratings,71,27A/1; MAHENDRA ROY LANE;GROUND FLOOR;BOROUGH-VII;KOLKATA-700046,Tangra,['Indian' 'Chinese' 'Beverages'],₹200 FOR TWO,,,
Chulha Chouka,Newtown,50+ ratings,63,NEWTOWN ROAD; BALLIGURI NEW TOWN; KALKATA; CHAKPACHURIA; RAJARHAT; NORTH TWENTY FOUR PARGANAS; WEST BENHAL,NEWTOWN ROAD,['North Indian' 'Fast Food' 'Snacks' 'Indian' 'Thalis'],₹400 FOR TWO,,,
Shahzaib Biryani House,Dumdum,Too Few Ratings,64,1512; Purba Sinthi Rd; Purba Sinthi; South Dumdum; West Bengal 700030; India,Dumdum,['Biryani'],₹370 FOR TWO,,,
CAKERMON,Central Kolkata,Too Few Ratings,71,30 A ; DOCTOR LANE; TALTALA ; ENTALLY; KOL - 700014,Central Kolkata,['Bakery' 'Desserts'],₹200 FOR TWO,,,
DAHI GHEE,Dumdum,Too Few Ratings,66,3RD -FL -3C 68 KRISHNAPUR ROAD; LP- 59/5/3; WARD NO - 26 ; SOUTH DUM DUM MUNCIPALITY ; NORTH TWENTY FOUR PARGANAS ; WEST BENGAL - 700028,Dumdum,['Snacks'],₹500 FOR TWO,,,
PANNEERSELVAM SOUTH INDIAN FOOD,Central Kolkata,Too Few Ratings,69,3A GOBRA ROAD NEAR AHDARSH HINDU HOTEL  KOLKATA MUNICIPAL CORPORATION KOLKATA WEST BENGAL 700014,Central Kolkata,['South Indian'],₹300 FOR TWO,,,
Pizza hutt,Central Kolkata,20+ ratings,69,35/3/6/1; Topsia road kolkata west bengal,Central Kolkata,['Pizzas'],₹200 FOR TWO,,,
Food99,Central Kolkata,Too Few Ratings,78, 35/3/6/1; Topsia road kolkata west bengal,Central Kolkata,['Pizzas' 'Pastas' 'Beverages'],₹200 FOR TWO,,,
Biryani Ka Bachchan,Central Kolkata,100+ ratings,77,139/ 1G Tiljala Road; Kolkata 700046; Behind Topsia; Gulshan Hall - 139/ 1G Tiljala Road; Kolkata 700046; Behind Topsia; Gulshan Hall - 700046,Central Kolkata,['Biryani'],₹350 FOR TWO,,,
KHAO MOMO,Dumdum,Too Few Ratings,68,456 KABI NABIN SEN ROAD;NAGERBAZZAR;KAZI PARANEAR RABI TEA STALL;WARD NO-12;NORTH 24 PARGANAS-700028,Dumdum,['Chinese'],₹100 FOR TWO,,,
HAJI TAJ BIRIYANI,South Dumdum,20+ ratings,71,ARJUNPUR BAZAR; WRAD NO-10; KOLKATA-700059;District - North Twenty Four Parganas;West Bengal - 700059,Chinar Park,['Biryani'],₹250 FOR TWO,,,
Zafran,Entally,100+ ratings,63,28/2C; Hare Krishna Konar Road; Kolkata-700014,Near Aspiration Classes,['Mughlai' 'Biryani' 'Kebabs'],₹250 FOR TWO,,,
Desi Kitchen,Chinar Park,Too Few Ratings,61,VIP Rd; Raghunathpur; Tegharia; Baguiati; Kolkata; West Bengal 700059; India,Chinar Park,['Indian' 'Chinese'],₹200 FOR TWO,,,
4 Thali,Newtown,100+ ratings,60,a__Chokpachuria Rajarhat; New Town Thana; Pathor Ghata Panchayat; Post Office Chokpachuria; Geetanjali Park; Opposite TCS; New Town; Kolkata,Near Geetanjali Park,['North Indian' 'Continental' 'Chinese'],₹250 FOR TWO,,,
THE RED VELVET BAKERY,Ruby Area,Too Few Ratings,71,55A GULAM JILANI KHAN ROAD GROUND FLOOR KOLKATA 700039,Ruby Area,['Bakery' 'Desserts' 'Snacks'],₹500 FOR TWO,,,
Crazy Chicken Burger,Ruby Area,20+ ratings,62,42/168; Paschim Chowbaga; J.L. no.9 Ward no. 108 P.S. Anandapur;; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal; 700100,Ruby Area,['American' 'Chinese' 'Snacks' 'Beverages'],₹199 FOR TWO,,,
Momo's Point,Topsia,20+ ratings,60,14/8 Chowbaga Road; Picnic Garden; Near 42 Bus Stand; Kolkata-700039,Picnic Garden,['Chinese' 'Tibetan' 'Snacks'],₹150 FOR TWO,,,
GLOBAL MASTER KITCHEN,Newtown,50+ ratings,61,MOUZA- BALIGORI; P.S- NEW TOWN; Dist.-NORTH 24 PARGANAS; Pin-700156; District - North Twenty Four Parganas; STATE - West Bengal-700156; West Bengal,Rajarhat,['Bengali'],₹400 FOR TWO,,,
Thali Hut,Kaikhali,500+ ratings,60,TG 3/33 Lichubagan Teghoria ; Kolkata 59,Near Radha Krishna Mandir,['Bengali' 'Combo' 'Thalis' 'Home Food'],₹200 FOR TWO,,,
ATITHI INN,Baguiati,Too Few Ratings,65,BMC - 25/4; RAGHUNATHPUR ; BLOCK- RD ; KAZI NAZRUL ISLAM SARANI; VIP ROAD; KOLKATA ; BIDHANNAGAR RAJARHAT MUNCIPAL CORPORATION ; NORTH TWENTY FOUR PARGANAS WEST BENGAL - 700059,Rajarhat,['Chinese' 'Bengali' 'Biryani'],₹450 FOR TWO,,,
Dada Boudi Biryani,Kestopur,50+ ratings,67,SUKANTA PALLY JYANGRA Sukanta pally Spoting club; RAJARHAT BISHNUPUR-I; RAJARHAT; North Twenty Four Parganas; West Bengal - 700059,Kestopur,['Biryani' 'Snacks' 'Beverages'],₹150 FOR TWO,,,
POSHTIK KITCHEN,Newtown,50+ ratings,62,SADARPARA; P.O- CHAKPANCHURIA; OPP. TCS GITANJALI; JAMSHEDJI TATA ROAD; ACTION AREA 2; NEW TOWN; RAJARHAT BISHNUPUR-I; RAJARHAT; North Twenty Four Parganas; West Bengal - 700156,Rajarhat,['Desserts'],₹400 FOR TWO,,,
Wbfc,Entally,100+ ratings,65,13/1 Noor Ali Lane; Kolkata - 700014,Near Hajee Sweets,['Fast Food'],₹300 FOR TWO,,,
Beans N' Barrels,Rajarhat,100+ ratings,59,362; PATHARGHATA; PO-CHAKPANCHURIA; NEW TOWN; BARASAT-I; NORTH TWEENTY FOUR PARGANAS (WEST BENGAL); - 700156,PATHARGHATA,['Continental'],₹200 FOR TWO,,,
Burger express,Entally,20+ ratings,67,13/1; NOOR ALI LANE KOLKATA-700014; KOLKATA MUNICIPAL CORPORATION; Kolkata (West Bengal); - 700014,Noor ali lane,['Fast Food'],₹200 FOR TWO,,,
ZAITOON BIRYANI,Entally,Too Few Ratings,67,B/3/1/H/1; SIR SYED AHMAD ROAD; GROUND FLOOR; KOLKATA 700014; WARD 054 BR VI; BOROUGH-VI; KOLKATA; 700014,Central Kolkata,['Biryani'],₹200 FOR TWO,,,
Texture,Dumdum,Too Few Ratings,66,50; R N GUHA ROAD; GROUND FLOOR; P.O- DUM DUM; KOLKATA; WARD NO-8; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700028,Dumdum,['Pizzas' 'Chinese' 'Fast Food'],₹150 FOR TWO,,,
BAWARCHI RESTAURANT,Rajarhat,100+ ratings,55,Ramjan Ali Khan; Chakpachuria; P & Vill - Patharghata; Rajarhat; North Twenty Four Parganas; West Bengal,Rajarhat,['Biryani' 'Indian'],₹300 FOR TWO,,,
MEMO S KITCHEN,Lake Town,Too Few Ratings,64,B.C Roy Sarani; Jyangra Mondal para; WARD NO-16; BIDHANNAGAR- North Twenty Four Parganas - 700059,Lake Town,['North Indian' 'Chinese' 'Snacks'],₹250 FOR TWO,,,
Snow Junk,Chinar Park,Too Few Ratings,61,89-B; Jay Nagar; Rajarhat; Kolkata; West Bengal 700074; India,Chinar Park,['Ice Cream'],₹200 FOR TWO,,,
KREAMZ,Dumdum,Too Few Ratings,74,103; DUM DUM COSSIPORE ROAD; GROUND FLOOR; HOLDING NO- 41/A/3; P.S- DUM DUM; KOLKATA; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal-700030,Dumdum,['Bakery' 'Desserts'],₹200 FOR TWO,,,
Happy Moments Cakes & Bakes,Kestopur,Too Few Ratings,61,Regent Court ; Block-3/1B; Raghunathpur; Kolkata-700059; RAJARHAT; North Twenty Four Parganas; West Bengal - 700059,Kestopur,['Bakery' 'Desserts'],₹400 FOR TWO,,,
NEW ARSALAN BIRYANI,Chinar Park,50+ ratings,59,JAYNGRA CHOWMATHA RAJARHAT ROAD KOL- 700059; RAJARHAT; North Twenty Four Parganas; ; West Bengal; 700059,Chinar Park,['Biryani' 'Snacks' 'Beverages'],₹250 FOR TWO,,,
GALI PARATHEWALI,Newtown,20+ ratings,64,SADARPARA; P.O- CHAKPANCHURIA; OPP. TCS GITANJALI; JAMSHEDJI TATA ROAD; ACTION AREA 2; NEW TOWN; RAJARHAT BISHNUPUR-I; RAJARHAT; North Twenty Four Parganas; West Bengal; 700156,Rajarhat,['Indian'],₹400 FOR TWO,,,
Super Star Haji Biryani,Baguiati,20+ ratings,64,jyangra; chowmatha kol 59,Jyangra Road,['Indian'],₹250 FOR TWO,,,
My Big Fat Belly,Tiljala,50+ ratings,63,5; Chowbhagha Road; CN Roy Road; Picnic Garden; Kolkata,Picnic Garden,['Italian' 'American' 'Continental' 'Beverages'],₹600 FOR TWO,,,
Dil Desi Dhaba,Tiljala,Too Few Ratings,70,5; Chowbhagha Road; CN Roy Road;; Picnic Garden; Kolkata-700016,Picnic Garden,['North Indian' 'Biryani' 'Mughlai' 'Snacks'],₹400 FOR TWO,,,
FROZEN KREME,Uttar Panchanna Gram,20+ ratings,63,WEST CHOWBAGHA 92;PASCHIM CHOWBAGHA; KOLKATA-700100,Ruby Area,['Bakery'],₹200 FOR TWO,,,
Food Garage Cafe,Rajarhat,Too Few Ratings,75,HELABATTALA ROAD ; HATIARA; OPP SAGAR GRAMIN BANK,Chinar Park,['Chinese'],₹200 FOR TWO,,,
Haan 'D' Biryani,Taltala,100+ ratings,68,55; Ripon Street; Wellesley; Kolkata,Near Audi Showroom (AJC Bose road),['Mughlai' 'Biryani'],₹350 FOR TWO,,,
BLAKELY BAKERY AND CONFECTIONARY,Baguiati,50+ ratings,69,AE-1; Rajarhat Main Rd; Sahabagan; Jyangra; Baguiati; Kolkata; West Bengal 700059; India,Chinar Park,['Bakery' 'Desserts' 'Snacks'],₹450 FOR TWO,,,
BENGAL SWEETS,Tiljala,Too Few Ratings,60,357; Panchanna Gram; Tiljala; Kolkata; West Bengal 700039,Tiljala,['Sweets'],₹200 FOR TWO,,,
TOPSIA BIRYANI HOUSE,Tangra,Too Few Ratings,68,4/C; TOPSIA ROAD; KOLKATA-700039,Tangra,['Biryani'],₹400 FOR TWO,,,
NEW NIJAM BIRYANI & FAST FOOD,Central Kolkata,Too Few Ratings,67,44 ALIMUDDIN STREET ; GROUND FLOOR; KOLKATA 700016; WORD NO- 062; BOROUGH  VI; KOLKATA MUNICIPAL CORPORATION ; KOLKATA -700016,Central Kolkata,['Indian' 'Biryani'],₹300 FOR TWO,,,
RFC (RAJU FRIED CHICKEN),Rajarhat,Too Few Ratings,55,NEWTOWN ACTION AREA-1 CHAKPANCHURIA LASKERHATI OPPOSITE DLF-2 BUILDING WARD NO-27 BIDHANNAGAR RAJARHAT MUNICIPAL CORPORATION NORTH TWENTY FOUR PARGANAS WEST BENGAL-700156,Rajarhat,['Snacks' 'Fast Food'],₹2 FOR TWO,,,
SHERE PUNJAB KOLAGHAT,Central Kolkata,Too Few Ratings,74,27; Rameshwar Shaw Rd; Beniapukur; Kolkata; West Bengal 700014; India,Central Kolkata,['Indian' 'Chinese' 'Salads'],₹650 FOR TWO,,,
D TASTY RIDE,Dumdum,Too Few Ratings,71,560/4; RN Guha Rd; Barokali Mandir; Cantonment; Rajbari; Dum Dum; Kolkata; West Bengal 700028; India,Dumdum,['Chinese'],₹500 FOR TWO,,,
Paradise kitchen,Tangra,Too Few Ratings,77,4/C; TOPSIA ROAD; KOLKATA-700039; BOROUGH- VII; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal; 700039,Tangra,['Beverages'],₹250 FOR TWO,,,
SHREE KRISHNA HOT CHIPS,Rajarhat,Too Few Ratings,53,VILL- BALIGARI; P.O- CHAKPANCHURIA; P.S- NEW TOWN TECHNOCITY; KOLKATA-700156,Rajarhat,['Snacks'],₹100 FOR TWO,,,
SaladO,Rajarhat,Too Few Ratings,58,HFJQ+J85; Jamshedji Tata Rd; Action Area II; Newtown; New Town; West Bengal 700135; India,Rajarhat,['Salads'],₹300 FOR TWO,,,
SHREE KRISHNA HOT CHIPS,Rajarhat,Too Few Ratings,53,VILL- BALIGARI; P.O- CHAKPANCHURIA; P.S- NEW TOWN TECHNOCITY; KOLKATA-700156,Rajarhat,['Snacks'],₹100 FOR TWO,,,
SaladO,Rajarhat,Too Few Ratings,58,HFJQ+J85; Jamshedji Tata Rd; Action Area II; Newtown; New Town; West Bengal 700135; India,Rajarhat,['Salads'],₹300 FOR TWO,,,
SPICY CHINESE TWIST,Rajarhat,Too Few Ratings,64,A-8;RAJARHAT ROAD;TALTALA;JYANGRA;KOLKATA;700059; CHANDPUR; RAJARHAT; North Twenty Four Parganas; West Bengal; 700059,Lake Town,['Chinese' 'Indian' 'Beverages' 'Tandoor' 'Salads'],₹200 FOR TWO,,,
SS kitchen,Chinar Park,Too Few Ratings,63,DD-1; Hela Battala; Jyangra; Rajarhat; Kolkata; West Bengal 700059; India,Chinar Park,['North Indian' 'Biryani' 'Thalis'],₹260 FOR TWO,,,
Just Snacks,Chinar Park,Too Few Ratings,65,RE42/A/4; Raghunathpur; Baguiati; Kolkata; West Bengal 700059; India,Chinar Park,['Snacks'],₹200 FOR TWO,,,
Dakshin Masala,Burrabazar,50+ ratings,70,1 B. N. Sarkar Sarani;Kolkata 700072,Burrabazar,['South Indian' 'Chaat' 'Thalis' 'Hyderabadi' 'Kerala'],₹300 FOR TWO,,,
The Southern Pantry,Central Kolkata,50+ ratings,73,1 B N SARKAR SARANI BOROUGH VI KOLKATA MUNICIPAL CORPORATION Kolkata West Bengal 700072,Central Kolkata,['South Indian' 'Fast Food' 'Kerala' 'Hyderabadi' 'Chaat'],₹200 FOR TWO,,,
Haji Biryani,Dumdum,20+ ratings,65,333; R.N. Guha Road; Dumdum; WARD NO-21; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700028,Dumdum,['Biryani' 'Snacks' 'Beverages'],₹200 FOR TWO,,,
DESI AND TASTY,Dumdum,50+ ratings,75,35/1/J; CROSSIPORE ROAD; BOROUGH- 1; KOLKATA MUNICIPAL CORPORATION; KOLKATA WEST BENGALE 700002,Dumdum,['Indian' 'Snacks' 'Beverages'],₹200 FOR TWO,,,
Haji Kolkata Biryani,Dumdum,20+ ratings,64,RN Guha Rd; Gora Bazar; Dum Dum; Kolkata; West Bengal 700028; India,Dumdum,['Biryani' 'North Indian'],₹150 FOR TWO,,,
Chaska Sweets and Snacks,Rajarhat,500+ ratings,58,Jyangra Ghoshpara Bazar; Baguiati; North 24 Parganas; West Bengal; 700059; District - North Twenty Four Parganas; STATE - West Bengal - 700059,Chinar Park,['Indian'],₹250 FOR TWO,,,
AL HAMD BIRYANI,Taltala,Too Few Ratings,69,57; MUZAFFAR AHMED STREET; MAILING ADDRESS- 57; RIPON STREET; KOLKATA-700016,Central Kolkata,['Biryani'],₹400 FOR TWO,,,
KFC EXPRESS,Rajarhat,Too Few Ratings,66,NEWTWON ACTION AREA-I;CHAKRAPACHURIA;LASKERHATI;OPPOSITE DLF-2 BUILDING;WARD N0-27;NORTH 24 PARGANAS-700156,Rajarhat,['Snacks' 'Fast Food' 'Indian'],₹200 FOR TWO,,,
New Haji Biryani,Dumdum,20+ ratings,60,333;RN Guha Rd; Gora Bazar; Dum Dum; Kolkata; West Bengal 700028; India,Dumdum,['Biryani'],₹150 FOR TWO,,,
Spicy Bowl,Rajarhat,20+ ratings,61,Saina Khatun; Chak Pachuriya; P & VillPatharghata; Rajarhat; PATHARGHATA; RAJARHAT; North Twenty Four Parganas; West Bengal - 700156,Rajarhat,['Biryani' 'Chinese' 'Fast Food' 'Kebabs' 'North Indian'],₹200 FOR TWO,,,
Slice,Chinar Park,Too Few Ratings,63,Ground Floor; A/D - 12; Rajarhat Road; Jyangra Chowmatha; Bidhannagar 700059,Chinar Park,['Bakery'],₹200 FOR TWO,,,
RIPPON STREET,Central Kolkata,Too Few Ratings,73,21; Ripon St; Taltala; Kolkata; West Bengal 700014; India,Central Kolkata,['Bakery' 'Snacks' 'Fast Food'],₹500 FOR TWO,,,
Eats,Eco Park Newtown,Too Few Ratings,59,JODTHBHIM; HATGACHA K.L.C ; BAMANGHATA ; BHANGAR-II ; SOUTH TWENTY FOUR PARGANAS; WEST BENGAL - 700156,Eco Park Newtown,['Italian' 'Fast Food'],₹200 FOR TWO,,,
Aalamir,Central Kolkata,Too Few Ratings,72,184 / 1B; Lenin Sarani G/F; Ward No. 52; Bro VI 700013,Central Kolkata,['Chinese' 'Indian' 'Biryani'],₹200 FOR TWO,,,
Kolkata Haji Biryani,DUMDUM,Too Few Ratings,62,333; R.N. Guha Road; Dumdum; WARD NO-21; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal- 700028,DUMDUM,['Biryani' 'North Indian'],₹150 FOR TWO,,,
SWAD FAST FOOD CENTER,Chandni,20+ ratings,74,179A LENIN SARANI ROAD GROUND FLOOR WARD-046; BOROUGHT-VI; KOLKATA (WESTBENGAL)-700013,Central Kolkata,['American' 'Indian' 'Chinese' 'Italian'],₹300 FOR TWO,,,
Bodypower cafe,Central Kolkata,20+ ratings,75,175 A A.J.C BOSE ROAD KOLKATA;  KOLKATA MUNICIPAL  CORPORATION; Kolkata; ; West,Central Kolkata,['Fast Food' 'Snacks' 'Beverages' 'Salads'],₹500 FOR TWO,,,
Vinayak,Mall road,20+ ratings,64,13 K.B.Sarani; Golpark; mallroad bazar South Dumdum; West Bengal 700080; India,Chinar Park,['South Indian' 'North Indian' 'Chinese' 'Sweets' 'Snacks'],₹200 FOR TWO,,,
DADA HAZI BIRYANI,Rajarhat,Too Few Ratings,56,ECOSPACE ; RAJARHAT ; NEWTOWN ; WARD NO - 31 ; BIDHANNAGAR RAJARHAT MUNCIPAL CORPORATION ; NORTH TWENTY FOUR PARGANAS ; WEST BENGAL - 700156,Rajarhat,['Biryani' 'Salads' 'Indian'],₹250 FOR TWO,,,
Shennong Kitchen,Nagerbazer Mall Road,Too Few Ratings,62,10/7; N.C SEN SARANI;; WARD NO-21; DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700080,Dumdum,['Chinese'],₹299 FOR TWO,,,
SAFFRON GRILL,Newtown,Too Few Ratings,63,Jyangra; Khelar Math; Rajarhat Road; OPPO - Lokenath Motor Training Center;; Bidhannagar- Rajarhat Municipal Corporation; North Twenty Four Parganas;; West Bengal,Rajarhat,['Chinese' 'Indian' 'Tandoor'],₹300 FOR TWO,,,
Gupta Chats,Chinar Park,20+ ratings,65,3rd Floor; 52/6; Parvati Resort; above Vishal Mega Mart; Kolkata 700059; Sahabagan; Jyangra; Baguiati; Kolkata; West Bengal 700059; India,Chinar Park,['Chaat'],₹150 FOR TWO,,,
ALI KITCHEN,Central Kolkata,Too Few Ratings,73,29/5H LINTON STREET GROUND FLOOR WARD NO 60 BOROUGH VI KOLKATA MUNICIPAL CORPORATION KOLKATA WEST BENGAL 700014,Central Kolkata,['Chinese' 'Italian' 'Fast Food'],₹250 FOR TWO,,,
SHER-E-KOLAGHAT,Eco Park Newtown,Too Few Ratings,60,SARDARPARA; OPP TCS GITANJALI; JAMSHEDJI;  TATA ROAD; CHAKPANCHURIA;RAJARHAT; RAJARHAT BISHNUPUR-I; RAJARHAT;  NORTH TWENTY FOUR PARGANAS; WEST BENGAL-700156,Eco Park Newtown,['Bengali' 'Biryani' 'Indian' 'North Indian'],₹200 FOR TWO,,,
RAHMAN SHAHI DARBAR,Central Kolkata,Too Few Ratings,73,15 GOBRA ROAD; WARD -059; KOLKATA-700046 KOLKATA MUNICIPAL CORPORATION KOLKATA WESTBENGAL-700046,Central Kolkata,['North Indian' 'Chinese' 'Snacks'],₹300 FOR TWO,,,
@69 Food Zone,Baranagar,500+ ratings,60,1 KALICHARAN GOSH ROAD Kolkata 700050,sinthee more ,['Fast Food' 'Indian' 'Chinese'],₹200 FOR TWO,,,
Tandoor Box,Baranagar,500+ ratings,65,48B; BT Road,Dumdum,['Tandoor' 'Kebabs' 'Mughlai' 'North Indian' 'Thalis'],₹300 FOR TWO,,,
Gupta Snacks,Chinar Park,Too Few Ratings,70,T-31 ; Tegharia Main road; Kolkata; WARD NO-23; BIDHANNAGAR-RAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700157,Chinar Park,['Snacks' 'Italian-American' 'Beverages' 'Desserts'],₹300 FOR TWO,,,
PINKEY SWEETS,Ruby Area,Too Few Ratings,57,8/B; Chandra Nath Roy Road; Tiljala; BOROUGH- VII; KOLKATA -700039,Ruby Area,['Sweets'],₹100 FOR TWO,,,
Tiffin Express - Ecospace,Rajarhat,Too Few Ratings,60,ECO-SPACE II Block FC-1; Ground Floor and 1st Floor; Action Area-II; New Town; Rajarhat Kolkata- 700156,Rajarhat,['Indian' 'Fast Food' 'Chinese' 'Snacks' 'Bakery' 'Beverages'],₹150 FOR TWO,,,
Rishis Kitchen,Central Kolkata,Too Few Ratings,73,7Q/1A; Asgar Mistry Lane; Ward 59; Borough - VII; Kolkata Municipal Corporation;Kolkata; West Bengal - 700046,Central Kolkata,['Chinese' 'Snacks' 'Fast Food'],₹300 FOR TWO,,,
FOOD KING,Central Kolkata,20+ ratings,76,90/1 RIPIN STREET KOLKATA,Central Kolkata,['Chinese'],₹400 FOR TWO,,,
Madness Of Ice Cream,Chinar Park,Too Few Ratings,63,PREMISES NO-AA/2;RAJARHAT ROAD;TALTALA;P.O-JYANGRA;KOLKATA-700059,Chinar Park,['Ice Cream' 'Desserts' 'Beverages'],₹150 FOR TWO,,,
Acs Chinese Flavour,Taltala,500+ ratings,75,8; Eliot Road; Taltala; Kolkata; West Bengal; India,Esplanade,['Chinese'],₹300 FOR TWO,,,
Aafreen Restaurant,Esplanade,20+ ratings,69,27; Rafi Ahmed Kidwai Road;Kol-16; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal-700016,Esplanade,['Arabian' 'Biryani' 'Chinese' 'Beverages'],₹400 FOR TWO,,,
MAGICAL FLAVOR (KREAMZ),Barrackpore,Too Few Ratings,63,48B; BARRACPORE TRUNK ROAD; WARD NO- 2; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal-700050,Barrackpore,['Bakery' 'Desserts'],₹300 FOR TWO,,,
WOW! BURGER CAFE,Dumdum,20+ ratings,68,7/C; GOPAL CHANDRA BOSE LANE; SINTHEE; WARD NO-2; BOROUGH- 1; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal - 700050,Dumdum,['American' 'Snacks'],₹300 FOR TWO,,,
Cake Adda,Dum Dum,Too Few Ratings,71,1; KASHI NATH DUTTA ROAD; FLAT- 10101; FLOOR- 01; BL- 01; BOROUGH- I; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal - 700036,Dum Dum,['Indian' 'Bakery' 'Desserts'],₹250 FOR TWO,,,
ROYAL ESHAA BITES,Dumdum,Too Few Ratings,76,7C; GOPAL CHANDRA BOSE LANE; SINTHEE; SINTHEE S.O SINTHEE; Kolkata; West Bengal- 700050,Dumdum,['Indian' 'Tandoor'],₹200 FOR TWO,,,
Bangaliyana,Dumdum,20+ ratings,72,7/C; GOPAL CHANDRA BOSE LANE; SINTHEE; WARD NO-2; BOROUGH- 1; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal - 700050,Dumdum,['Bengali' 'Fast Food' 'Chinese'],₹300 FOR TWO,,,
Cake Walas,Dum Dum,Too Few Ratings,72,1; KASHI NATH DUTTA ROAD; FLAT- 10101; FLOOR- 01; BL- 01; BOROUGH- I; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal - 700036,Dum Dum,['Bakery' 'Indian' 'Desserts'],₹250 FOR TWO,,,
Bangali Ahar,Dumdum,20+ ratings,70,7c Gopal Chandra Bose Lane,Dumdum,['Bengali'],₹350 FOR TWO,,,
Cake & Spice,Chinar Park,Too Few Ratings,59,CE 39; 1st floor; Uttarayan; Rajarhat Road; Kolkata - 700059.,Chinar Park,['Bakery' 'Snacks'],₹125 FOR TWO,,,
Bangali Ahar,Dumdum,20+ ratings,70,7c Gopal Chandra Bose Lane,Dumdum,['Bengali'],₹350 FOR TWO,,,
Cake & Spice,Chinar Park,Too Few Ratings,59,CE 39; 1st floor; Uttarayan; Rajarhat Road; Kolkata - 700059.,Chinar Park,['Bakery' 'Snacks'],₹125 FOR TWO,,,
ASHIRBAD RESTAURANT,Dumdum,Too Few Ratings,68,Jessore Rd; Central Jail More; India,Dumdum,['Indian' 'Chinese' 'Beverages'],₹450 FOR TWO,,,
Cake Corner,Dum Dum,Too Few Ratings,65,1; KASHI NATH DUTTA ROAD; FLAT- 10101; FLOOR- 01; BL- 01; BOROUGH- I; KOLKATA MUNICIPAL CORPORATION; Kolkata; West Bengal - 700036,Dum Dum,['Bakery' 'Indian' 'Desserts'],₹100 FOR TWO,,,
Cheesecake@sams,Central Kolkata,20+ ratings,71,77; Elliot Rd; Taltala; Kolkata; West Bengal 700016; India,Central Kolkata,['Bakery'],₹450 FOR TWO,,,
ebowl,Dumdum,100+ ratings,67,Sinthimore. 24 No. Kashi Nath Dutta Road; Kolkata - 700036,Dumdum,['Biryani' 'Indian' 'Chinese'],₹300 FOR TWO,,,
Bateel,Beniapukur,Too Few Ratings,81,66A/1 Linton Street kolkata 700014,Central Kolkata,['Healthy Food' 'Snacks' 'Desserts'],₹1000 FOR TWO,,,
Choc N Cheese,Dum Dum,50+ ratings,69,Gr Floor; 9/1 R.B.C Dum Dum;Kolkata 28,Near Axis Bank ATM Dumdum,['Chinese'],₹500 FOR TWO,,,
BITE ME SANDWICH AND SNACKS,Central Kolkata,20+ ratings,77,1/1 PEMANTLE STREET; KMC WARD- 62;KOLKATA-700016,Central Kolkata,['Fast Food' 'Snacks' 'Beverages'],₹200 FOR TWO,,,
MAMTAS BAKERY,Lake Town,Too Few Ratings,81,sri guru aparment FL GC HATIYARA JHEELBAGAN RAJAHAT GOLPALPUR 700157,Lake Town,['Bakery'],₹200 FOR TWO,,,
Cupptales,Central Kolkata,Too Few Ratings,73,B/6/1A/H/6 Rameswar Shaw Road; Beniapukur; Kolkata; West Bengal 700014; India,Central Kolkata,['North Indian' 'Chinese' 'Fast Food' 'Snacks'],₹300 FOR TWO,,,
Chaplin Chinese Restaurant,Sinthee,20+ ratings,71,"48/4B B.T.ROAD; KOLKATA MUNICIPAL CORPORATION; Kolkata	-700050",Dumdum,['North Indian'],₹300 FOR TWO,,,
NEW ARSALAN BIRYANI,Lake Town,Too Few Ratings,67,100 LAKSHMI NARAYAN ROAD; DUMDUM CANTORNMENT KOLKATA MUNICIPAL CORPORATION KOLKATA WESTBENGAL - 700065,Lake Town,['Biryani' 'North Indian'],₹300 FOR TWO,,,
BENGALI EXPRESS,Baranagar,20+ ratings,85,1/1/H/5 SHISTIDHAR DEY LANE BARANAGAR; District - North Twenty Four Parganas; STATE - West Bengal - 700036,North Dumdum,['Bengali'],₹300 FOR TWO,,,
THE ITALIAN KITCHEN (MOOD FOR PIZZA),Dumdum,Too Few Ratings,63,BIPASHA APARTMENT; TEGHORIA MAIN ROAD; KOLKATA-700157; BIDHANNAGARRAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700157,Dumdum,['Italian' 'Street Food' 'Chinese'],₹400 FOR TWO,,,
